"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tcas001345",92.6958576743886,-0.470719462132936,0.221278458224073,-2.12727197175367,0.033397492158858,0.176948125317696
"Tcas002867",84.6622243241044,-0.472165615629624,0.221970452565736,-2.12715525950371,0.0334071851326291,0.176948125317696
"Tcas006061",135.134254381706,-0.629565993466098,0.295948895884793,-2.12727941283206,0.0333968742575343,0.176948125317696
"Tcas001917",20.2714975990273,-0.735792370736126,0.346235147121893,-2.12512327778522,0.0335763277028449,0.177757984543895
"Tcas003177",6.56959487289251,-1.17644473451113,0.553710346626455,-2.12465730806505,0.0336152182008871,0.17787782048951
"Tcas000386",23.9285574097932,-0.539243765088721,0.253999327128875,-2.1230125732385,0.0337527982696684,0.178275638113727
"Tcas003235",54.4729329040031,-0.425402125503488,0.200369960882723,-2.12308333858725,0.0337468689362816,0.178275638113727
"Tcas008405",1044.49149196675,0.21301099371674,0.100316895649592,2.12338103504309,0.0337219351050928,0.178275638113727
"Tcas012109",487.681365518911,-0.321475058448937,0.151426354167636,-2.12297958447213,0.0337555626584704,0.178275638113727
"Tcas011440",1.53676049190304,2.00230671387329,0.943281057926182,2.12270425346544,0.0337786423663919,0.178288796474299
"Tcas011439",842.029828512323,-0.22776370393553,0.10730607147656,-2.12256120088492,0.0337906391197748,0.178288796474299
"Tcas003549",29.4645425761796,-0.41425227549282,0.19520004702604,-2.12219352302491,0.0338214902383498,0.178365574784705
"Tcas001511",116.474691812085,0.505140684396082,0.238064026359198,2.1218690287709,0.0338487379113659,0.178423284664777
"Tcas000202",130.53432948514,-0.247630317312234,0.116715691571291,-2.12165402936399,0.0338668016751469,0.178432552109356
"Tcas000444",49.9415052475827,-0.937235121841817,0.44192605980547,-2.12079623060558,0.0339389540538318,0.178703223194025
"Tcas006600",166.416274714109,-0.833302998990091,0.392946025316091,-2.12065511623326,0.033950836244209,0.178703223194025
"Tcas003754",171.457420936091,0.233117516105672,0.109951481831859,2.12018530557108,0.033990421135453,0.178825566579453
"Tcas000005",48.1605591356235,-0.773896922498955,0.365194333039341,-2.11913727154026,0.0340788676624448,0.179157699930312
"Tcas005068",498.394493364536,-0.369413031068663,0.174329601545251,-2.11904936278291,0.0340862954633015,0.179157699930312
"Tcas004711",141.473280104666,-0.534891251823831,0.252505429002448,-2.11833564900755,0.0341466515477163,0.179302690924501
"Tcas012256",40.3923032467533,-0.89933132630024,0.424535361926035,-2.11838967246485,0.0341420797942897,0.179302690924501
"Tcas001360",30.9025049573321,-0.381502554829897,0.180177592908593,-2.11736958337233,0.034228493559905,0.179321191577762
"Tcas007209",1694.96902366766,0.402358918519781,0.189980329561045,2.11789778157267,0.0341837255386178,0.179321191577762
"Tcas007174",300.140446600671,-2.41979683818409,1.14285459609207,-2.11732695170362,0.0342321090382842,0.179321191577762
"Tcas010354",792.296412692968,-0.866296415133653,0.409041978934026,-2.11786677101271,0.0341863524893855,0.179321191577762
"Tcas012169",16.2496527634862,-0.589550049759186,0.278433946929373,-2.11737848872548,0.0342277383618078,0.179321191577762
"Tcas011662",457.649416719863,-0.383108343022363,0.1809943308496,-2.11668697701208,0.0342864228250325,0.179519772714991
"Tcas009517",660.074693653236,-0.980477868714684,0.463304776635276,-2.11626971738851,0.0343218747304884,0.179575010207896
"Tcas012101",2.55037836537548,-1.76494351328269,0.834024690450444,-2.11617657545542,0.0343297926852707,0.179575010207896
"Tcas009322",73.0475756177263,-0.280215141156837,0.132445209171759,-2.11570613168382,0.0343698087590421,0.179698431557667
"Tcas010427",335.783753856171,-0.266935821314697,0.126232540649558,-2.11463557606556,0.0344610190750488,0.180089270171088
"Tcas001443",148.075350393022,-2.54303312157609,1.20278653552318,-2.11428466022022,0.0344909617376836,0.180159710880893
"Tcas000673",497.068957601383,0.266897845398309,0.126261309632473,2.11385297820217,0.0345278264370347,0.180180259752251
"Tcas008488",486.383271420559,-0.239250809756005,0.113173542842918,-2.11401714345976,0.0345138031189821,0.180180259752251
"Tcas006669",641.584221190235,-0.297804269843879,0.140900222324688,-2.113582682344,0.0345509262438607,0.180214864578917
"Tcas005157",931.714195689713,-0.438766802321735,0.207666174693729,-2.1128467501693,0.034613886801909,0.180316795672325
"Tcas007304",3.35711547166865,3.0197362638196,1.42927387939352,2.11277649956141,0.0346199020111079,0.180316795672325
"Tcas006885",218.35229889016,0.242834646269233,0.114917296721721,2.11312529268132,0.0345900453822636,0.180316795672325
"Tcas000023",49.8541013785374,-0.555076745717422,0.263030049112129,-2.110316853877,0.0348310728403214,0.181244141745905
"Tcas011551",3443.17875632291,0.671409863474231,0.31814389473952,2.11039681909957,0.0348241902334782,0.181244141745905
"Tcas007129",192.087334330189,-0.228462797500074,0.108306757920938,-2.1094048227983,0.0349096535665057,0.1815667010353
"Tcas003992",4.2164149088841,-1.04085705219728,0.493544393467341,-2.10894311833805,0.0349494917664223,0.181687547933472
"Tcas003858",280.854699501495,0.232143173453813,0.110104498151434,2.1083895513018,0.034997307497803,0.181849732169258
"Tcas000663",87.918446125391,-1.28335559791344,0.608919715561429,-2.10759409675243,0.0350661146492193,0.182120784340962
"Tcas000906",241.854840563846,-0.156164639127351,0.0741245702017037,-2.10678643670249,0.0351360957047737,0.182224784501108
"Tcas003528",34.8186736413806,-0.404712884071433,0.192089522959818,-2.10689723122532,0.0351264886785163,0.182224784501108
"Tcas006880",272.490511809788,0.412650117761538,0.195855122458517,2.10691511450735,0.0351249382239624,0.182224784501108
"Tcas007343",217.722485518017,-0.694643449943509,0.329773575340859,-2.10642544426282,0.0351674130275298,0.182300805665684
"Tcas011557",1911.26968015921,0.36085688143898,0.171460810401311,2.10460268206116,0.035325907974153,0.183035705947517
"Tcas006551",500.328196575881,-0.531373662747805,0.252545332405108,-2.10407239637844,0.0353721323064882,0.183188473180265
"Tcas011867",168.30909132906,-0.26688516733661,0.126893526652386,-2.10322129408319,0.0354464297135804,0.183486414548586
"Tcas003872",731.931261498269,0.305385796446906,0.145276225818188,2.10210442023111,0.0355441297701301,0.183818247672275
"Tcas010554",285.984455836757,0.214628617821606,0.102096358756686,2.10221618513453,0.0355343426498061,0.183818247672275
"Tcas001975",136.080371976841,0.610823684383036,0.290636341525872,2.10167689689509,0.0355815887092837,0.183925047352712
"Tcas003206",346.955859200028,0.338579258106612,0.161134856702387,2.10121673879639,0.0356219446832178,0.183959858739241
"Tcas008099",252.800441479084,-0.313032930166256,0.148971603358477,-2.10129261623768,0.0356152875265782,0.183959858739241
"Tcas005122",169.39387569087,0.961683671013648,0.457870737383987,2.10033879104868,0.035699049228136,0.184127262024322
"Tcas006006",163.9710180101,-0.307920546841875,0.146607374363423,-2.1003073561537,0.0357018125919801,0.184127262024322
"Tcas009521",62.2477301001228,0.30129194896519,0.143453712132138,2.10027293464295,0.035704838711104,0.184127262024322
"Tcas004537",7.59665034510461,-1.62556756461473,0.774141351573241,-2.09983301022634,0.0357435333230081,0.184239983586283
"Tcas001031",4.03532412276626,-1.09965815858167,0.523737632249665,-2.09963556343697,0.0357609118565901,0.184242777046453
"Tcas012322",19.2708354011375,-1.60356893009297,0.763958356348372,-2.099026624642,0.0358145537813445,0.184432311543178
"Tcas002562",233.449370651766,-0.2078501309559,0.099054251165758,-2.09834639613885,0.0358745568049462,0.184654409744368
"Tcas008255",532.667619508961,0.253331714730853,0.12076408666124,2.09774049334288,0.0359280757188257,0.184842939629107
"Tcas003497",110.32239911123,-0.946393161342121,0.451342919853082,-2.09683838986593,0.0360078839378633,0.18516648211092
"Tcas004699",117.708778107225,0.501168980534994,0.239062990807141,2.09638881720217,0.0360477135982335,0.185194707332997
"Tcas010539",743.080193712811,-1.07699655126651,0.513776704846221,-2.0962346893265,0.0360613771220452,0.185194707332997
"Tcas012078",506.159692799078,0.683678917204185,0.326151025003663,2.09620349099472,0.0360641434091764,0.185194707332997
"Tcas000631",92.1712440045093,1.06134073105365,0.506464475787493,2.09558771008251,0.0361187803789147,0.185301366003968
"Tcas002107",9.45660972931344,-0.812913125247477,0.387895932299521,-2.09569902016856,0.0361088988428997,0.185301366003968
"Tcas004654",666.476830120487,0.156938016855455,0.0749040352297316,2.0951877475509,0.0361543060183948,0.185382046733765
"Tcas007309",86.5152065102216,-0.273516766590051,0.130555103287286,-2.09502929953017,0.0361683879901845,0.185382046733765
"Tcas001446",47.6394803417652,-0.340635925972169,0.162700885605826,-2.09363289390707,0.0362926949952712,0.185461329140381
"Tcas003133",203.475593837402,-0.918838668773318,0.438847765522006,-2.09375264262851,0.0362820207964459,0.185461329140381
"Tcas006250",517.970608039121,1.27339710915642,0.608089283016688,2.09409562825904,0.0362514624432825,0.185461329140381
"Tcas007017",558.97611720631,-0.620582667691972,0.296309191767674,-2.09437535160418,0.0362265566963733,0.185461329140381
"Tcas006971",39.8456913867508,0.352550620462131,0.168374695468855,2.09384563090328,0.0362737338244431,0.185461329140381
"Tcas009072",38.1498342824409,0.644752993207451,0.307892352279327,2.09408576872515,0.0362523405734995,0.185461329140381
"Tcas007773",16.8524463992955,-0.596872207375568,0.28510420137523,-2.09352301543258,0.0363024917315815,0.185461329140381
"Tcas010106",234.212789423335,0.619492403885703,0.295976347212052,2.09304699419737,0.0363449596991978,0.185505081151269
"Tcas010581",9.80157770848575,-0.72706543494386,0.347363595317736,-2.09309623905409,0.0363405643842829,0.185505081151269
"Tcas002081",436.463013642291,0.4091896876604,0.19557393722345,2.09225060081951,0.0364161041621167,0.185781551443377
"Tcas006873",2.0240510518032,-1.85719094647238,0.888080775884069,-2.09124101872781,0.0365064640343811,0.186155748335616
"Tcas009553",453.909197782945,-0.594163102199761,0.284189648366972,-2.09072746179875,0.0365525017988261,0.186303692214511
"Tcas003414",203.579024883926,-1.84223170649819,0.881507410752005,-2.08986525130469,0.0366299058218362,0.186611293951748
"Tcas009150",1.37256792008776,-2.13598727053122,1.02223924937475,-2.08951795955564,0.0366611229949416,0.18668341969923
"Tcas001591",343.849933385385,-0.222515907902946,0.106511598248037,-2.08912373453233,0.0366965863439054,0.186775824787047
"Tcas011147",1373.31875489456,0.160860683669645,0.0770060050495692,2.08893687662538,0.0367134057495147,0.186775824787047
"Tcas011196",59.7239625210473,-1.29602288906195,0.620491888991463,-2.0887023860513,0.0367345219453286,0.186796409687608
"Tcas007427",59.5667002706667,-0.694723143342411,0.332663997670001,-2.08836287728247,0.0367651135055778,0.186865135667226
"Tcas008925",156.327884160469,0.89689859072154,0.429521405414209,2.08813479238972,0.0367856773611909,0.186882853929207
"Tcas001241",120.035492578926,-1.41476175466493,0.67786584575069,-2.08708222066886,0.0368807029176399,0.187018318826568
"Tcas002198",216.999569670072,-0.268768949200965,0.128775797928177,-2.08710762057065,0.0368784073701995,0.187018318826568
"Tcas004984",43.9774690177999,-0.364066193076053,0.174402799671771,-2.0875019997456,0.0368427804761553,0.187018318826568
"Tcas003923",32.5437805969948,-0.399388752009843,0.191357791682674,-2.08713085836685,0.0368763073323104,0.187018318826568
"Tcas005543",113.253822045725,0.400901551926956,0.192109147064287,2.08684259991431,0.0369023649287989,0.187041491160651
"Tcas011017",16.7044936447219,-1.12410742989426,0.538914264482501,-2.08587432914528,0.0369900081899949,0.187398916492183
"Tcas011696",583.3788207802,-1.04474568713844,0.501069334225393,-2.08503218173093,0.0370663794296777,0.187698931096235
"Tcas002196",313.406610349837,0.179876701974344,0.0863014797426008,2.08428294058035,0.0371344381622756,0.187782882074761
"Tcas003625",821.814566890506,-0.1520606764202,0.0729495827165777,-2.0844625939943,0.0371181093160293,0.187782882074761
"Tcas008369",364.816747062064,0.182585023012762,0.0875878687645035,2.0845925992751,0.0371062968422833,0.187782882074761
"Tcas001603",22.8405932735384,-0.508781884055115,0.244135048070353,-2.08401820253394,0.0371585115668772,0.187817825439417
"Tcas008344",101.515037082573,-0.772465271282208,0.370715067521627,-2.08371695395722,0.0371859211411504,0.187869591434722
"Tcas005490",372.172625079712,0.286321354093829,0.137425720921091,2.08346263112007,0.0372090745013016,0.187899816459503
"Tcas001610",68.9621874035127,-1.49849905315143,0.71946158126609,-2.08280621532898,0.0372688908259268,0.188115070252822
"Tcas006882",22.7795364631269,-0.443713656463021,0.213058337748224,-2.08259231322535,0.0372884004715711,0.188126771028309
"Tcas003294",286.452874162412,0.226451980941756,0.108745729046874,2.08239884845634,0.0373060535494813,0.188129098613813
"Tcas002798",4221.78332659717,-1.05616440522709,0.507367971817389,-2.08165367917078,0.0373741144883984,0.188349497734408
"Tcas007187",3.16146579271235,-1.1837712562563,0.568698770649289,-2.08154354704297,0.0373841824983216,0.188349497734408
"Tcas000236",845.57087537559,0.279318561783299,0.134219002473644,2.08106569588124,0.0374278932244993,0.188482943191761
"Tcas003172",2713.92868898687,-0.759519493019466,0.365019554265358,-2.08076384989314,0.0374555265482884,0.188535339014682
"Tcas008978",2327.99602899232,0.658142514099825,0.316528822122586,2.07924987584523,0.0375943895687168,0.189147312666882
"Tcas005406",35.7672391163881,0.463539489239068,0.223024724282179,2.07842198093061,0.037670509912996,0.189443193923674
"Tcas000552",90.0038012815668,0.321019236671929,0.154480831156122,2.07805223644543,0.0377045482045395,0.189527271934899
"Tcas005043",10.2233290922949,-0.852953941419024,0.410496979271237,-2.07785680404589,0.0377225500755181,0.189530700402385
"Tcas000107",288.463703892992,0.199734627689397,0.0962112922818429,2.07599984318152,0.0378939654975939,0.190042925957915
"Tcas001763",343.882805456108,-1.08683073741243,0.523410420336745,-2.07644077225899,0.03785320361757,0.190042925957915
"Tcas008139",91.4963078564344,0.327936212097431,0.157948397969514,2.07622373074482,0.0378732634512086,0.190042925957915
"Tcas009950",763.010714456616,0.239131491567867,0.11518039469141,2.07614752674312,0.037880308670293,0.190042925957915
"Tcas007659",376.959928514625,-0.239106792771038,0.11523134483698,-2.07501520622976,0.0379851254821308,0.190315523965881
"Tcas010486",409.314478038158,0.15582614029817,0.0751023861763886,2.07484939203117,0.0380004952814995,0.190315523965881
"Tcas011352",114.892636881139,0.274825417444492,0.132443316601627,2.07504179520913,0.0379826613643911,0.190315523965881
"Tcas000536",225.771878102152,0.42098398735667,0.203053933926627,2.07326191231927,0.0381479112812985,0.190356859622093
"Tcas001021",95.5854017962202,-0.239618323667434,0.115545602649681,-2.07379872684489,0.0380980074719843,0.190356859622093
"Tcas000994",309.840023999384,0.298090148048177,0.143756761621135,2.0735730597061,0.0381189793655317,0.190356859622093
"Tcas001282",98.2354613463679,-0.312005086983929,0.150453647965673,-2.07376219322456,0.0381014019801865,0.190356859622093
"Tcas003278",1901.63971946047,0.289530206779356,0.139630458568095,2.0735462000804,0.0381214761610924,0.190356859622093
"Tcas005656",191.697421846343,-1.01197105383336,0.488013804268277,-2.07365251757725,0.038111593998546,0.190356859622093
"Tcas010464",369.50647630566,-0.165698684353355,0.0799170315635397,-2.07338387214261,0.0381365686714718,0.190356859622093
"Tcas012367",124.453978403023,-0.258839579299534,0.124783181067075,-2.07431463989044,0.0380500990479551,0.190356859622093
"Tcas004130",17.712430766183,-0.987188857151052,0.476268973356664,-2.07275491870384,0.0381950938797605,0.190505429501467
"Tcas000637",96.8721678003044,-0.451338251423413,0.217801884433068,-2.07224217824484,0.0382428617554087,0.190569961834898
"Tcas012001",81.5309771864738,-0.310557993673556,0.14986240600591,-2.07228751993551,0.0382386355911873,0.190569961834898
"Tcas000900",17.7611296768209,-0.619178844006723,0.299015176163388,-2.07072715154896,0.0383843013796872,0.191100732483129
"Tcas007956",95.1775071525576,-0.519570056242257,0.250892783542646,-2.07088481743414,0.0383695613325994,0.191100732483129
"Tcas000561",5.95467217436126,-1.10765657862781,0.535018484834769,-2.07031459664406,0.0384228935581461,0.191118965548542
"Tcas007897",181.834946235057,-0.262838920629878,0.126953976921498,-2.07034806631071,0.0384197614312543,0.191118965548542
"Tcas001093",179.136056736505,-0.251138593015719,0.121395924131931,-2.068756383804,0.0385689532278791,0.191352323093726
"Tcas001899",156.288852515477,-0.482233372328558,0.23309424888973,-2.06883427894735,0.038561640508645,0.191352323093726
"Tcas003578",1243.80639598454,0.267054232819975,0.129098905330165,2.06860183776922,0.0385834653459675,0.191352323093726
"Tcas005110",44.3280805341995,-0.372719738572729,0.180187657003528,-2.06850871347659,0.0385922121052594,0.191352323093726
"Tcas005870",523.229377542333,0.509182488621965,0.246032644321182,2.06957288138258,0.0384923597791838,0.191352323093726
"Tcas011195",289.695944172504,0.526410310103527,0.254478095485441,2.06858790380111,0.0385847739957238,0.191352323093726
"Tcas012508",237.158134240873,0.215097634581655,0.103962691931598,2.0689886976299,0.0385471473182862,0.191352323093726
"Tcas000021",82.7814055534825,-1.95917911423223,0.947301891203101,-2.06816763739806,0.0386242622857811,0.191424502804938
"Tcas008917",100.058988997943,0.707940600453586,0.342473547845856,2.06713950582899,0.0387210104704675,0.19179575874715
"Tcas009709",13.5621064751117,-0.722036918541495,0.349316489020385,-2.06699924348363,0.0387342252427307,0.19179575874715
"Tcas001277",2.44597037311823,-1.39408418490301,0.674799436544812,-2.06592375364326,0.0388356795725484,0.192124250254248
"Tcas003650",181.288899609193,-0.381549859306164,0.184683150988889,-2.06597005337601,0.0388313073278747,0.192124250254248
"Tcas001967",181.710357291617,0.259653540698251,0.125715836691395,2.06540041041642,0.0388851297813403,0.19220841051272
"Tcas003360",260.492655694828,-1.61799711902799,0.783392608674303,-2.06537194902317,0.0388878206045109,0.19220841051272
"Tcas011561",86.2683625233749,-0.600344450557882,0.290698397864475,-2.06517977040164,0.0389059938725269,0.192211418034791
"Tcas007432",240.109591862868,-0.375446484422509,0.18196310399813,-2.0633110568743,0.0390830842266865,0.192999183525555
"Tcas007991",738.175591655449,0.389652276573778,0.188960986262098,2.06207791503221,0.0392003185994513,0.193490792257012
"Tcas008379",4.84352789629325,1.05421634407422,0.511558242703989,2.06079436527471,0.0393226622823371,0.193919735626685
"Tcas010492",124.590552001257,-0.46699637568499,0.226603442066927,-2.06085296598039,0.0393170696040358,0.193919735626685
"Tcas009131",47.3962493617564,0.507217243642877,0.246154874563935,2.06056144344659,0.0393448983321571,0.193941992094052
"Tcas002485",323.158042554325,-0.368684174752945,0.178959770189775,-2.0601511410189,0.0393840941150187,0.194001287469021
"Tcas007560",118.688439963491,-0.353715255919093,0.171701066821086,-2.06006440418724,0.0393923842416306,0.194001287469021
"Tcas000932",721.507997580026,0.211696615670975,0.102802466574336,2.05925619029675,0.0394697028924613,0.19429462831858
"Tcas002004",128.729706284631,-0.620948691738967,0.301587495539405,-2.05893381165678,0.039500579513755,0.194359191375459
"Tcas001552",155.625631240795,-2.0424030167293,0.992093394507065,-2.05868018881841,0.0395248852844442,0.194391379625921
"Tcas001639",72.3369463059335,0.52416989945541,0.254732990741309,2.05772286475341,0.0396167442087377,0.1944066654656
"Tcas003077",128.249581528703,-0.214414595784943,0.104256142085032,-2.05661356248983,0.039723412590796,0.1944066654656
"Tcas004934",4.86735229515473,-1.69238438502159,0.822714214142051,-2.05707444447943,0.0396790655017352,0.1944066654656
"Tcas004413",164.105000651518,-0.322845616737543,0.156872574078693,-2.05801185219025,0.039588995679396,0.1944066654656
"Tcas006394",199.616048931904,0.240115108823941,0.116752111064274,2.05662327331926,0.0397224777596066,0.1944066654656
"Tcas010048",2140.58797641706,0.1128525374197,0.0548520201253291,2.05739983982081,0.0396477805498909,0.1944066654656
"Tcas010067",974.165024320603,0.332773129298168,0.161661768385581,2.05845285883838,0.0395466820852343,0.1944066654656
"Tcas009362",326.406927874533,-1.93418629496264,0.940118393151811,-2.05738586655895,0.0396491235709634,0.1944066654656
"Tcas010707",1969.40987101896,-1.18935510935486,0.578288706296721,-2.05668050647456,0.0397169684819469,0.1944066654656
"Tcas011216",259.100808644209,-0.328223618872787,0.159575124122586,-2.05685955550719,0.039699737365156,0.1944066654656
"Tcas012479",28.0620539687536,-0.606631217588622,0.294950304366049,-2.05672348395261,0.0397128318856004,0.1944066654656
"Tcas000411",742.592934073302,-0.283822763151433,0.138105640025925,-2.05511348485227,0.0398680447491157,0.19452129200629
"Tcas001935",95.4225334395594,-0.248193690783853,0.12075558333145,-2.05533925584717,0.0398462481898356,0.19452129200629
"Tcas002273",189.999526407909,0.212260143645445,0.103290294335727,2.05498633739517,0.0398803243702923,0.19452129200629
"Tcas006095",129.848270233885,-0.423730864552934,0.206235782491077,-2.05459430674339,0.0399182060293164,0.19452129200629
"Tcas008962",1260.35672983145,0.83233042375046,0.405097776771033,2.05464080890502,0.0399137109613363,0.19452129200629
"Tcas008382",6.13748880378187,-0.859856328260654,0.418264071210234,-2.05577382196058,0.0398043224303336,0.19452129200629
"Tcas008758",11.9680918623304,0.62952243583467,0.306316006548665,2.05514051625199,0.0398654345296718,0.19452129200629
"Tcas008802",35.7789856825581,-1.77699060440917,0.865068950483152,-2.05416065784895,0.0399601447893759,0.19452129200629
"Tcas009431",374.07963612238,0.203050818502018,0.0988485051460872,2.05416175188417,0.0399600389367616,0.19452129200629
"Tcas010480",88.6126678423908,0.570978530743386,0.2777944463451,2.05539937265004,0.0398404460515288,0.19452129200629
"Tcas009407",83.4666786591922,0.421473261485891,0.205163901056984,2.05432466098813,0.0399442794348995,0.19452129200629
"Tcas012555",251.544438791575,-0.621426243928807,0.302449489640091,-2.05464470999204,0.0399133338876094,0.19452129200629
"Tcas005544",262.81521718866,-0.33705868092451,0.164167181406358,-2.05314288786014,0.0400587215175852,0.194914446228072
"Tcas004030",11.9175813435428,-0.81432504311889,0.396847010137464,-2.05198734604758,0.0401708921999784,0.194943929832606
"Tcas007431",140.486051769448,0.29207646069296,0.142338887868028,2.05197936465377,0.0401716678947753,0.194943929832606
"Tcas008276",738.425612997219,0.538444884577638,0.262332035362545,2.05253195185827,0.0401179931117196,0.194943929832606
"Tcas007901",1682.54318035901,0.413745308487539,0.201627399557779,2.05202918549259,0.0401668261205842,0.194943929832606
"Tcas011414",828.7731591673,0.176050923319255,0.0857815162670937,2.05231769010814,0.0401387979013251,0.194943929832606
"Tcas011649",243.588705916814,0.378651813333002,0.184522570628347,2.05206231434775,0.0401636068093721,0.194943929832606
"Tcas002988",11.7162606325518,-1.81606489288555,0.885289897050885,-2.05137876184434,0.0402300756712359,0.195138131862011
"Tcas005930",2.71595602510699,-1.89742017108794,0.925193957520638,-2.05083502293152,0.0402830156151223,0.195138131862011
"Tcas005925",1719.9091161391,-0.97352319851152,0.474661144186054,-2.05098565668549,0.0402683435777947,0.195138131862011
"Tcas007610",589.220769787717,0.546452865488323,0.266411925563146,2.05115767371607,0.0402515943082115,0.195138131862011
"Tcas003868",652.766761825431,0.358054948771807,0.174606240477984,2.05064233552954,0.0403017903726695,0.195142695596514
"Tcas001026",367.450296514698,0.187531852712194,0.0914867541513844,2.04982518454947,0.0403814930658739,0.19544214003532
"Tcas007912",1249.17089317404,0.35957105841648,0.175435964096891,2.04958578628664,0.0404048686228627,0.195468822873557
"Tcas007475",13.496282422937,-0.623455357313089,0.304258528328736,-2.04909739338342,0.0404525923364563,0.195613220476288
"Tcas001338",449.076212332624,-0.240528603297035,0.117439055106085,-2.04811425875116,0.0405488050909677,0.195633466409589
"Tcas002208",2526.16153219672,-1.45247109819824,0.709119364837327,-2.04827447989866,0.0405331121091212,0.195633466409589
"Tcas004224",274.946991851666,-1.47789535329826,0.721437597204702,-2.04854218718923,0.0405069028043748,0.195633466409589
"Tcas003972",292.318603201907,0.321662015674073,0.157024971053537,2.04847683470932,0.0405132996719371,0.195633466409589
"Tcas006096",343.688642870569,-0.807144570302706,0.394121503307101,-2.04795872219582,0.0405640441636989,0.195633466409589
"Tcas006378",2756.39030300831,-1.99647758062228,0.974504192135643,-2.04871112585669,0.0404903706241718,0.195633466409589
"Tcas006219",29.1324075237523,-1.10702816517416,0.541602866109895,-2.04398505703168,0.0409550233864621,0.197432079699584
"Tcas003596",64.5927472196424,0.265767069863537,0.130097698193333,2.0428268413219,0.0410695824818696,0.197897155922104
"Tcas008974",299.26833050779,-0.384258482408343,0.188122717871464,-2.04259478470266,0.0410925678147583,0.197920761266241
"Tcas011010",88.6399567020793,0.257224091444471,0.125965934034502,2.04201313169335,0.0411502287567578,0.198111286091157
"Tcas011349",844.336256963755,-0.592744606288133,0.290350212369626,-2.04148156617688,0.0412029843090489,0.198278037508321
"Tcas001173",529.75026813508,0.232474216970935,0.113895989381589,2.04110977246152,0.0412399172489337,0.198281377177101
"Tcas009976",2.37106937037166,-1.56711028015269,0.767773146748323,-2.04111108442608,0.041239786872787,0.198281377177101
"Tcas000405",222.104010904709,0.173153033040788,0.0848638279746352,2.04036321685303,0.0413141626700291,0.198551112032555
"Tcas011065",203.978339371312,0.241900302988875,0.11857128848585,2.04012544755084,0.0413378327327252,0.198577657416247
"Tcas004731",2749.90466298275,0.21514562357332,0.105470583147911,2.03986379094539,0.0413638940628427,0.198615661575115
"Tcas005946",110.642116923938,0.23026371343318,0.112916415585407,2.03924037297318,0.0414260433623737,0.198826838822129
"Tcas011007",613.516199675451,0.177828641442637,0.0873248953177573,2.03640257220528,0.0417099473706032,0.200101689643363
"Tcas002283",694.654614774778,0.292669360534461,0.143835287872982,2.03475353553651,0.0418756784640914,0.200545098219935
"Tcas001826",253.261787059997,0.211915914696075,0.104122962967773,2.03524668003988,0.0418260582545478,0.200545098219935
"Tcas009965",219.184552423742,0.842788769379323,0.414176726570227,2.03485303570388,0.041865662744986,0.200545098219935
"Tcas011737",22.845400734782,-0.537385187764752,0.264060582606029,-2.03508294369901,0.0418425278865704,0.200545098219935
"Tcas007318",79.5688355576588,1.36183076850834,0.669450963763164,2.03425021730214,0.0419263737223455,0.2007000470882
"Tcas009549",44.5038455076783,-0.328724327948711,0.161709666967064,-2.03280567027364,0.042072160050972,0.201309858958367
"Tcas006650",6696.48573580483,0.376884898636156,0.185423347380454,2.03256442061127,0.0420965491616421,0.20133852162406
"Tcas004650",7.55930137489966,-0.855539033965033,0.421023509675901,-2.03204575113541,0.0421490245115438,0.201501430856192
"Tcas011681",60.9924637572162,-1.32972885019534,0.654540539504685,-2.03154544285614,0.0421996946358619,0.201655571353815
"Tcas009364",318.743088001453,0.274455543577216,0.135123329495969,2.03114846711503,0.0422399361283762,0.201759764754614
"Tcas003053",5.84730965332005,-2.32331857926909,1.1441532482766,-2.03060086816921,0.0422954995942608,0.201937020968584
"Tcas001444",4414.99746565325,-2.24425832767372,1.10545929394454,-2.03015917453249,0.0423403621576457,0.202063054117364
"Tcas000223",279.124360559921,-0.354141896270561,0.174484521200741,-2.02964649146801,0.0423924855465868,0.202223613485745
"Tcas003031",81.5325562197197,-2.51875682870358,1.24136575656098,-2.02902070996498,0.0424561809589276,0.202351040171404
"Tcas012521",351.402457622224,-0.671235797015335,0.330817396143811,-2.02902206727829,0.0424560427167216,0.202351040171404
"Tcas010233",55.85325647305,-1.08695851401965,0.535761410684577,-2.02881075856279,0.0424775690700048,0.202364840371381
"Tcas006130",3.80529720704744,-1.66190670176024,0.819478664312676,-2.02800484519526,0.0425597535008675,0.202668138624888
"Tcas005810",191.198813741178,-0.758339549983736,0.374002170803807,-2.02763408659877,0.0425976073980909,0.202760164313749
"Tcas005592",26.2017508442838,-0.468662228479545,0.231174277232976,-2.02731131719828,0.0426305848489385,0.202828908696493
"Tcas003251",63.1224796849995,-0.401356711798566,0.19801854221441,-2.02686428912291,0.0426762935005644,0.202869973838695
"Tcas002623",177.335528193982,0.277089033077509,0.136699878019896,2.026988151644,0.0426636244006951,0.202869973838695
"Tcas002309",156.008358358927,-0.322466477396321,0.159269728195096,-2.02465641808166,0.0429026566969783,0.203857478174135
"Tcas010015",798.188748461333,0.212445853728816,0.104989240675508,2.02350119271198,0.0430215007367653,0.204333455973274
"Tcas001030",1027.87111914093,-1.83846192618207,0.908780458713047,-2.02299896367223,0.0430732543634491,0.204422566179061
